Arg0,Set
d1,"[d1_1,d1_2,d1_3,d1_4,d1_5,d1_6]"
d1,"[d1_12,d1_13,d1_18,d1_17,d1_16,d1_15]"
d1,"[d1_3,d1_4,d1_14,d1_13,d1_12,d1_11]"
d10,"[d10_1,d10_2,d10_3,d10_4,d10_5,d10_6]"
d100,"[d100_1,d100_2,d100_3,d100_4,d100_5,d100_6]"
d100,"[d100_11,d100_12,d100_13,d100_14,d100_15,d100_16]"
d101,"[d101_1,d101_2,d101_3,d101_4,d101_5,d101_6]"
d106,"[d106_1,d106_2,d106_3,d106_4,d106_5,d106_6]"
d106,"[d106_1,d106_6,d106_7,d106_8,d106_9,d106_10]"
d108,"[d108_1,d108_2,d108_3,d108_4,d108_5,d108_6]"
d108,"[d108_11,d108_12,d108_13,d108_14,d108_15,d108_16]"
d109,"[d109_6,d109_7,d109_8,d109_9,d109_10,d109_11]"
d11,"[d11_1,d11_2,d11_3,d11_4,d11_5,d11_6]"
d110,"[d110_1,d110_2,d110_3,d110_4,d110_5,d110_6]"
d111,"[d111_1,d111_2,d111_3,d111_4,d111_5,d111_6]"
d111,"[d111_10,d111_11,d111_12,d111_13,d111_14,d111_15]"
d112,"[d112_1,d112_2,d112_3,d112_4,d112_5,d112_6]"
d112,"[d112_3,d112_4,d112_10,d112_9,d112_8,d112_7]"
d113,"[d113_1,d113_2,d113_3,d113_4,d113_5,d113_6]"
d113,"[d113_11,d113_12,d113_13,d113_14,d113_15,d113_16]"
d116,"[d116_1,d116_2,d116_3,d116_4,d116_5,d116_6]"
d116,"[d116_11,d116_12,d116_13,d116_14,d116_15,d116_16]"
d117,"[d117_1,d117_2,d117_3,d117_4,d117_5,d117_6]"
d118,"[d118_7,d118_8,d118_9,d118_10,d118_11,d118_12]"
d12,"[d12_1,d12_2,d12_3,d12_4,d12_5,d12_6]"
d120,"[d120_1,d120_2,d120_3,d120_4,d120_5,d120_6]"
d121,"[d121_1,d121_2,d121_3,d121_4,d121_5,d121_6]"
d121,"[d121_3,d121_4,d121_10,d121_9,d121_8,d121_7]"
d122,"[d122_1,d122_2,d122_3,d122_4,d122_5,d122_6]"
d122,"[d122_11,d122_12,d122_13,d122_14,d122_15,d122_16]"
d124,"[d124_9,d124_10,d124_11,d124_12,d124_13,d124_14]"
d125,"[d125_1,d125_2,d125_3,d125_4,d125_5,d125_6]"
d125,"[d125_11,d125_12,d125_13,d125_14,d125_15,d125_16]"
d126,"[d126_1,d126_2,d126_3,d126_4,d126_5,d126_6]"
d127,"[d127_1,d127_2,d127_3,d127_4,d127_5,d127_6]"
d128,"[d128_1,d128_11,d128_12,d128_8,d128_16,d128_23]"
d128,"[d128_1,d128_2,d128_3,d128_10,d128_16,d128_23]"
d128,"[d128_1,d128_2,d128_3,d128_4,d128_6,d128_23]"
d128,"[d128_3,d128_4,d128_6,d128_23,d128_16,d128_10]"
d13,"[d13_1,d13_2,d13_3,d13_4,d13_5,d13_6]"
d130,"[d130_1,d130_2,d130_3,d130_4,d130_5,d130_6]"
d131,"[d131_1,d131_2,d131_3,d131_4,d131_5,d131_6]"
d132,"[d132_11,d132_12,d132_13,d132_14,d132_15,d132_16]"
d133,"[d133_1,d133_2,d133_3,d133_4,d133_5,d133_6]"
d134,"[d134_1,d134_2,d134_3,d134_4,d134_5,d134_6]"
d135,"[d135_1,d135_2,d135_3,d135_4,d135_5,d135_6]"
d137,"[d137_1,d137_2,d137_3,d137_4,d137_5,d137_6]"
d137,"[d137_27,d137_28,d137_38,d137_37,d137_36,d137_35]"
d137,"[d137_60,d137_61,d137_62,d137_63,d137_64,d137_65]"
d138,"[d138_1,d138_2,d138_3,d138_4,d138_5,d138_6]"
d14,"[d14_1,d14_2,d14_3,d14_4,d14_5,d14_6]"
d14,"[d14_14,d14_15,d14_16,d14_17,d14_18,d14_19]"
d140,"[d140_1,d140_2,d140_3,d140_4,d140_5,d140_6]"
d141,"[d141_1,d141_2,d141_3,d141_4,d141_5,d141_6]"
d142,"[d142_1,d142_2,d142_3,d142_4,d142_5,d142_6]"
d145,"[d145_1,d145_2,d145_3,d145_4,d145_5,d145_6]"
d145,"[d145_31,d145_34,d145_35,d145_36,d145_37,d145_38]"
d146,"[d146_1,d146_2,d146_3,d146_4,d146_5,d146_6]"
d148,"[d148_1,d148_2,d148_3,d148_4,d148_5,d148_6]"
d149,"[d149_1,d149_2,d149_3,d149_4,d149_5,d149_6]"
d149,"[d149_13,d149_14,d149_15,d149_16,d149_17,d149_18]"
d15,"[d15_1,d15_2,d15_3,d15_4,d15_5,d15_6]"
d15,"[d15_12,d15_15,d15_16,d15_17,d15_18,d15_19]"
d150,"[d150_1,d150_2,d150_3,d150_4,d150_5,d150_6]"
d151,"[d151_1,d151_2,d151_3,d151_4,d151_5,d151_6]"
d152,"[d152_1,d152_2,d152_3,d152_4,d152_5,d152_6]"
d153,"[d153_1,d153_2,d153_3,d153_4,d153_5,d153_6]"
d154,"[d154_1,d154_2,d154_3,d154_4,d154_5,d154_6]"
d155,"[d155_1,d155_2,d155_3,d155_4,d155_5,d155_6]"
d155,"[d155_11,d155_12,d155_17,d155_16,d155_15,d155_14]"
d155,"[d155_15,d155_16,d155_22,d155_21,d155_20,d155_19]"
d155,"[d155_3,d155_4,d155_13,d155_12,d155_11,d155_10]"
d156,"[d156_1,d156_2,d156_3,d156_4,d156_5,d156_6]"
d156,"[d156_18,d156_20,d156_21,d156_22,d156_23,d156_24]"
d157,"[d157_1,d157_2,d157_3,d157_4,d157_5,d157_6]"
d157,"[d157_12,d157_13,d157_14,d157_15,d157_16,d157_17]"
d159,"[d159_1,d159_2,d159_3,d159_4,d159_5,d159_6]"
d159,"[d159_20,d159_21,d159_22,d159_23,d159_24,d159_25]"
d16,"[d16_1,d16_2,d16_3,d16_4,d16_5,d16_6]"
d16,"[d16_12,d16_13,d16_18,d16_17,d16_16,d16_15]"
d16,"[d16_3,d16_4,d16_14,d16_13,d16_12,d16_11]"
d161,"[d161_1,d161_2,d161_3,d161_4,d161_5,d161_6]"
d162,"[d162_1,d162_2,d162_3,d162_4,d162_5,d162_6]"
d162,"[d162_11,d162_12,d162_13,d162_14,d162_15,d162_16]"
d165,"[d165_1,d165_2,d165_3,d165_4,d165_5,d165_6]"
d165,"[d165_14,d165_15,d165_16,d165_17,d165_18,d165_19]"
d167,"[d167_1,d167_2,d167_3,d167_4,d167_5,d167_6]"
d168,"[d168_1,d168_2,d168_3,d168_4,d168_5,d168_6]"
d169,"[d169_1,d169_2,d169_3,d169_4,d169_5,d169_6]"
d17,"[d17_1,d17_2,d17_3,d17_4,d17_5,d17_6]"
d17,"[d17_3,d17_4,d17_13,d17_12,d17_11,d17_10]"
d170,"[d170_1,d170_2,d170_3,d170_4,d170_5,d170_6]"
d171,"[d171_1,d171_2,d171_3,d171_4,d171_5,d171_6]"
d172,"[d172_3,d172_6,d172_7,d172_8,d172_9,d172_10]"
d172,"[d172_4,d172_16,d172_17,d172_18,d172_19,d172_20]"
d172,"[d172_5,d172_26,d172_27,d172_28,d172_29,d172_30]"
d173,"[d173_1,d173_2,d173_3,d173_4,d173_5,d173_6]"
d173,"[d173_15,d173_16,d173_25,d173_24,d173_23,d173_22]"
d173,"[d173_3,d173_4,d173_16,d173_15,d173_14,d173_13]"
d175,"[d175_1,d175_2,d175_3,d175_4,d175_5,d175_6]"
d176,"[d176_1,d176_2,d176_3,d176_4,d176_5,d176_6]"
d177,"[d177_1,d177_2,d177_3,d177_4,d177_5,d177_6]"
d179,"[d179_1,d179_2,d179_3,d179_4,d179_5,d179_6]"
d180,"[d180_1,d180_2,d180_3,d180_4,d180_5,d180_6]"
d181,"[d181_1,d181_2,d181_3,d181_4,d181_5,d181_6]"
d182,"[d182_1,d182_2,d182_3,d182_4,d182_5,d182_6]"
d183,"[d183_1,d183_2,d183_3,d183_4,d183_5,d183_6]"
d183,"[d183_10,d183_11,d183_18,d183_17,d183_16,d183_15]"
d183,"[d183_16,d183_17,d183_25,d183_24,d183_23,d183_22]"
d183,"[d183_3,d183_4,d183_12,d183_11,d183_10,d183_9]"
d184,"[d184_1,d184_2,d184_3,d184_4,d184_5,d184_6]"
d187,"[d187_1,d187_2,d187_3,d187_4,d187_5,d187_6]"
d188,"[d188a_1,d188a_2,d188a_3,d188a_4,d188a_5,d188a_6]"
d188,"[d188b_1,d188b_2,d188b_3,d188b_4,d188b_5,d188b_6]"
d188,"[d188c_1,d188c_2,d188c_3,d188c_4,d188c_5,d188c_6]"
d188,"[d188d_1,d188d_2,d188d_3,d188d_4,d188d_5,d188d_6]"
d189,"[d189_1,d189_2,d189_3,d189_4,d189_5,d189_6]"
d19,"[d19_1,d19_2,d19_3,d19_4,d19_5,d19_6]"
d19,"[d19_3,d19_4,d19_13,d19_12,d19_11,d19_10]"
d190,"[d190_1,d190_2,d190_3,d190_4,d190_5,d190_6]"
d192,"[d192_1,d192_2,d192_3,d192_4,d192_5,d192_6]"
d192,"[d192_23,d192_25,d192_26,d192_27,d192_28,d192_29]"
d195,"[d195_1,d195_2,d195_3,d195_4,d195_5,d195_6]"
d197,"[d197_1,d197_2,d197_3,d197_4,d197_5,d197_6]"
d197,"[d197_12,d197_13,d197_14,d197_15,d197_16,d197_17]"
d199,"[d199_1,d199_2,d199_3,d199_4,d199_5,d199_6]"
d199,"[d199_13,d199_14,d199_15,d199_16,d199_17,d199_18]"
d2,"[d2_1,d2_2,d2_3,d2_4,d2_5,d2_6]"
d2,"[d2_11,d2_12,d2_14,d2_15,d2_16,d2_17]"
d20,"[d20_1,d20_2,d20_3,d20_4,d20_5,d20_6]"
d200,"[d200_1,d200_2,d200_3,d200_4,d200_5,d200_6]"
d201,"[d201_1,d201_2,d201_11,d201_21,d201_20,d201_19]"
d201,"[d201_1,d201_2,d201_3,d201_4,d201_5,d201_6]"
d201,"[d201_19,d201_20,d201_25,d201_24,d201_23,d201_22]"
d201,"[d201_2,d201_3,d201_7,d201_13,d201_12,d201_11]"
d201,"[d201_3,d201_4,d201_10,d201_9,d201_8,d201_7]"
d201,"[d201_8,d201_9,d201_17,d201_16,d201_15,d201_14]"
d202,"[d202_1,d202_2,d202_3,d202_4,d202_5,d202_6]"
d206,"[d206_1,d206_2,d206_3,d206_4,d206_5,d206_6]"
d207,"[d207_1,d207_2,d207_3,d207_4,d207_5,d207_6]"
d209,"[d209_1,d209_2,d209_3,d209_4,d209_5,d209_6]"
d21,"[d21_1,d21_2,d21_3,d21_4,d21_5,d21_6]"
d21,"[d21_11,d21_12,d21_13,d21_14,d21_15,d21_16]"
d210,"[d210_1,d210_2,d210_3,d210_4,d210_5,d210_6]"
d212,"[d212_1,d212_2,d212_12,d212_11,d212_10,d212_9]"
d212,"[d212_1,d212_2,d212_3,d212_4,d212_5,d212_6]"
d212,"[d212_24,d212_25,d212_26,d212_27,d212_28,d212_29]"
d212,"[d212_27,d212_28,d212_34,d212_33,d212_32,d212_31]"
d213,"[d213_1,d213_2,d213_3,d213_4,d213_5,d213_6]"
d214,"[d214_1,d214_2,d214_3,d214_4,d214_5,d214_6]"
d214,"[d214_21,d214_25,d214_26,d214_27,d214_28,d214_29]"
d217,"[d217_1,d217_2,d217_3,d217_4,d217_5,d217_6]"
d22,"[d22_1,d22_2,d22_3,d22_4,d22_5,d22_6]"
d22,"[d22_12,d22_13,d22_14,d22_15,d22_16,d22_17]"
d220,"[d220a_1,d220a_2,d220a_3,d220a_4,d220a_5,d220a_6]"
d220,"[d220b_1,d220b_2,d220b_3,d220b_4,d220b_5,d220b_6]"
d221,"[d221_1,d221_2,d221_3,d221_4,d221_5,d221_6]"
d221,"[d221_23,d221_24,d221_25,d221_26,d221_27,d221_28]"
d221,"[d221_3,d221_4,d221_13,d221_12,d221_11,d221_10]"
d222,"[d222_1,d222_2,d222_3,d222_4,d222_5,d222_6]"
d223,"[d223_1,d223_2,d223_3,d223_4,d223_5,d223_6]"
d231,"[d231_1,d231_2,d231_3,d231_4,d231_5,d231_6]"
d231,"[d231_13,d231_14,d231_15,d231_16,d231_17,d231_18]"
d231,"[d231_15,d231_16,d231_29,d231_28,d231_27,d231_26]"
d231,"[d231_28,d231_29,d231_36,d231_35,d231_34,d231_33]"
d233,"[d233_1,d233_2,d233_3,d233_4,d233_5,d233_6]"
d238,"[d238_1,d238_2,d238_3,d238_4,d238_5,d238_6]"
d23_1,"[d23_1_1,d23_1_2,d23_1_3,d23_1_4,d23_1_5,d23_1_6]"
d23_1,"[d23_1_11,d23_1_12,d23_1_13,d23_1_14,d23_1_15,d23_1_16]"
d23_2,"[d23_2_1,d23_2_2,d23_2_3,d23_2_4,d23_2_5,d23_2_6]"
d24,"[d24_1,d24_2,d24_3,d24_4,d24_5,d24_6]"
d24,"[d24_11,d24_12,d24_13,d24_14,d24_15,d24_16]"
d242,"[d242_1,d242_2,d242_3,d242_4,d242_5,d242_6]"
d246,"[d246_1,d246_2,d246_3,d246_4,d246_5,d246_6]"
d246,"[d246_28,d246_30,d246_31,d246_32,d246_33,d246_34]"
d246,"[d246_31,d246_32,d246_41,d246_40,d246_39,d246_38]"
d246,"[d246_40,d246_41,d246_49,d246_48,d246_47,d246_46]"
d246,"[d246_71,d246_73,d246_74,d246_75,d246_76,d246_77]"
d249,"[d249_1,d249_2,d249_3,d249_4,d249_5,d249_6]"
d25,"[d25_1,d25_2,d25_3,d25_4,d25_5,d25_6]"
d256,"[d256_1,d256_2,d256_3,d256_4,d256_5,d256_6]"
d257,"[d257_20,d257_21,d257_22,d257_23,d257_24,d257_25]"
d259,"[d259_1,d259_2,d259_3,d259_4,d259_5,d259_6]"
d26,"[d26_1,d26_2,d26_3,d26_4,d26_5,d26_6]"
d264,"[d264_20,d264_21,d264_22,d264_23,d264_24,d264_25]"
d277,"[d277_15,d277_18,d277_19,d277_20,d277_21,d277_22]"
d277,"[d277_4,d277_5,d277_6,d277_7,d277_8,d277_9]"
d278,"[d278_15,d278_16,d278_17,d278_18,d278_19,d278_20]"
d278,"[d278_4,d278_5,d278_6,d278_7,d278_8,d278_9]"
d279,"[d279_4,d279_5,d279_6,d279_7,d279_8,d279_9]"
d280,"[d280_4,d280_5,d280_6,d280_7,d280_8,d280_9]"
d29,"[d29a_1,d29a_2,d29a_3,d29a_4,d29a_5,d29a_6]"
d29,"[d29b_1,d29b_2,d29b_3,d29b_4,d29b_5,d29b_6]"
d290,"[d290_1,d290_2,d290_3,d290_4,d290_5,d290_6]"
d293,"[d293_1,d293_2,d293_3,d293_4,d293_5,d293_6]"
d294,"[d294_1,d294_2,d294_3,d294_4,d294_5,d294_6]"
d296,"[d296_1,d296_2,d296_3,d296_4,d296_5,d296_6]"
d296,"[d296_3,d296_4,d296_14,d296_13,d296_12,d296_11]"
d298,"[d298_1,d298_2,d298_3,d298_4,d298_5,d298_6]"
d298,"[d298_12,d298_13,d298_18,d298_17,d298_16,d298_15]"
d299,"[d299_1,d299_2,d299_3,d299_4,d299_5,d299_6]"
d3,"[d3_1,d3_2,d3_3,d3_4,d3_5,d3_6]"
d3,"[d3_12,d3_13,d3_18,d3_17,d3_16,d3_15]"
d3,"[d3_3,d3_4,d3_14,d3_13,d3_12,d3_11]"
d30,"[d30_1,d30_2,d30_3,d30_4,d30_5,d30_6]"
d303,"[d303_1,d303_2,d303_3,d303_4,d303_5,d303_6]"
d304,"[d304a_1,d304a_2,d304a_3,d304a_4,d304a_5,d304a_6]"
d304,"[d304b_1,d304b_2,d304b_3,d304b_4,d304b_5,d304b_6]"
d305,"[d305_1,d305_2,d305_3,d305_4,d305_5,d305_6]"
d305,"[d305_11,d305_14,d305_15,d305_16,d305_17,d305_18]"
d308,"[d308_1,d308_2,d308_3,d308_4,d308_5,d308_6]"
d31,"[d31a_1,d31a_2,d31a_3,d31a_4,d31a_5,d31a_6]"
d31,"[d31a_10,d31a_11,d31a_12,d31a_13,d31a_14,d31a_15]"
d311,"[d311_1,d311_2,d311_3,d311_4,d311_5,d311_6]"
d313,"[d313_1,d313_2,d313_3,d313_4,d313_5,d313_6]"
d313,"[d313_9,d313_10,d313_11,d313_12,d313_13,d313_14]"
d314,"[d314_11,d314_12,d314_13,d314_14,d314_15,d314_16]"
d315,"[d315_1,d315_2,d315_3,d315_4,d315_5,d315_6]"
d315,"[d315_12,d315_13,d315_14,d315_15,d315_16,d315_17]"
d316,"[d316_1,d316_2,d316_3,d316_4,d316_5,d316_6]"
d318,"[d318_1,d318_2,d318_3,d318_4,d318_5,d318_6]"
d318,"[d318_13,d318_15,d318_16,d318_17,d318_18,d318_19]"
d32,"[d32a_1,d32a_2,d32a_3,d32a_4,d32a_5,d32a_6]"
d32,"[d32a_10,d32a_11,d32a_12,d32a_13,d32a_14,d32a_15]"
d320,"[d320_1,d320_2,d320_3,d320_4,d320_5,d320_6]"
d322,"[d322_1,d322_2,d322_3,d322_4,d322_5,d322_6]"
d322,"[d322_17,d322_18,d322_19,d322_20,d322_21,d322_22]"
d322,"[d322_21,d322_22,d322_27,d322_26,d322_25,d322_24]"
d322,"[d322_41,d322_42,d322_43,d322_44,d322_45,d322_46]"
d322,"[d322_41,d322_46,d322_50,d322_51,d322_52,d322_53]"
d322,"[d322_7,d322_8,d322_9,d322_10,d322_11,d322_12]"
d323,"[d323_1,d323_2,d323_3,d323_4,d323_5,d323_6]"
d323,"[d323_12,d323_13,d323_14,d323_15,d323_16,d323_17]"
d323,"[d323_13,d323_14,d323_23,d323_22,d323_21,d323_20]"
d324,"[d324_1,d324_2,d324_3,d324_4,d324_5,d324_6]"
d324,"[d324_16,d324_17,d324_18,d324_19,d324_20,d324_21]"
d324,"[d324_3,d324_4,d324_14,d324_13,d324_12,d324_11]"
d324,"[d324_37,d324_38,d324_39,d324_40,d324_41,d324_42]"
d325,"[d325_1,d325_2,d325_3,d325_4,d325_5,d325_6]"
d326,"[d326_1,d326_2,d326_3,d326_4,d326_5,d326_6]"
d327,"[d327_13,d327_14,d327_15,d327_16,d327_17,d327_18]"
d327,"[d327_25,d327_26,d327_27,d327_28,d327_29,d327_30]"
d329,"[d329_1,d329_2,d329_3,d329_4,d329_5,d329_6]"
d329,"[d329_29,d329_30,d329_31,d329_32,d329_33,d329_34]"
d329,"[d329_3,d329_4,d329_12,d329_11,d329_10,d329_9]"
d329,"[d329_38,d329_39,d329_40,d329_41,d329_42,d329_43]"
d329,"[d329_57,d329_58,d329_59,d329_60,d329_61,d329_62]"
d329,"[d329_69,d329_70,d329_71,d329_72,d329_73,d329_74]"
d33,"[d33_1,d33_2,d33_3,d33_4,d33_5,d33_6]"
d330,"[d330_1,d330_2,d330_3,d330_4,d330_5,d330_6]"
d330,"[d330_10,d330_11,d330_12,d330_13,d330_14,d330_15]"
d330,"[d330_21,d330_22,d330_23,d330_24,d330_25,d330_26]"
d330,"[d330_23,d330_24,d330_31,d330_30,d330_29,d330_28]"
d330,"[d330_51,d330_52,d330_53,d330_54,d330_55,d330_56]"
d330,"[d330_54,d330_55,d330_61,d330_60,d330_59,d330_58]"
d331,"[d331_1,d331_2,d331_3,d331_4,d331_5,d331_6]"
d333,"[d333_1,d333_2,d333_3,d333_4,d333_5,d333_6]"
d333,"[d333_10,d333_11,d333_12,d333_13,d333_14,d333_15]"
d334,"[d334_1,d334_2,d334_3,d334_4,d334_5,d334_6]"
d335,"[d335_1,d335_2,d335_3,d335_4,d335_5,d335_6]"
d336,"[d336_1,d336_2,d336_3,d336_4,d336_5,d336_6]"
d34,"[d34_1,d34_2,d34_3,d34_4,d34_5,d34_6]"
d34,"[d34_12,d34_13,d34_14,d34_15,d34_16,d34_17]"
d35,"[d35_1,d35_2,d35_3,d35_4,d35_5,d35_6]"
d36,"[d36a_1,d36a_2,d36a_3,d36a_4,d36a_5,d36a_6]"
d36,"[d36a_10,d36a_11,d36a_20,d36a_19,d36a_18,d36a_17]"
d36,"[d36a_9,d36a_10,d36a_11,d36a_12,d36a_13,d36a_14]"
d37,"[d37_1,d37_2,d37_3,d37_4,d37_5,d37_6]"
d37,"[d37_10,d37_11,d37_12,d37_13,d37_14,d37_15]"
d38,"[d38_1,d38_2,d38_3,d38_4,d38_5,d38_6]"
d39,"[d39_1,d39_2,d39_3,d39_4,d39_5,d39_6]"
d4,"[d4_1,d4_2,d4_3,d4_4,d4_5,d4_6]"
d40,"[d40_1,d40_2,d40_3,d40_4,d40_5,d40_6]"
d40,"[d40_11,d40_12,d40_13,d40_14,d40_15,d40_16]"
d41,"[d41_1,d41_2,d41_3,d41_4,d41_5,d41_6]"
d42,"[d42_1,d42_2,d42_3,d42_4,d42_5,d42_6]"
d43,"[d43_1,d43_2,d43_3,d43_4,d43_5,d43_6]"
d43,"[d43_10,d43_11,d43_16,d43_15,d43_14,d43_13]"
d43,"[d43_3,d43_4,d43_12,d43_11,d43_10,d43_9]"
d44,"[d44_1,d44_2,d44_3,d44_4,d44_5,d44_6]"
d45,"[d45_1,d45_2,d45_3,d45_4,d45_5,d45_6]"
d46,"[d46_1,d46_2,d46_3,d46_4,d46_5,d46_6]"
d47,"[d47_1,d47_2,d47_3,d47_4,d47_5,d47_6]"
d47,"[d47_12,d47_13,d47_14,d47_15,d47_16,d47_17]"
d47,"[d47_16,d47_17,d47_23,d47_22,d47_21,d47_20]"
d48,"[d48_1,d48_2,d48_3,d48_4,d48_5,d48_6]"
d49,"[d49_1,d49_2,d49_3,d49_4,d49_5,d49_6]"
d5,"[d5_1,d5_2,d5_3,d5_4,d5_5,d5_6]"
d51,"[d51_1,d51_2,d51_3,d51_4,d51_5,d51_6]"
d52,"[d52_1,d52_2,d52_3,d52_4,d52_5,d52_6]"
d52,"[d52_12,d52_13,d52_14,d52_15,d52_16,d52_17]"
d53,"[d53_1,d53_2,d53_3,d53_4,d53_5,d53_6]"
d54,"[d54_1,d54_2,d54_3,d54_4,d54_5,d54_6]"
d55,"[d55_1,d55_2,d55_3,d55_4,d55_5,d55_6]"
d56,"[d56_1,d56_2,d56_3,d56_4,d56_5,d56_6]"
d57,"[d57_1,d57_2,d57_3,d57_4,d57_5,d57_6]"
d58,"[d58_1,d58_2,d58_3,d58_4,d58_5,d58_6]"
d58,"[d58_10,d58_11,d58_12,d58_13,d58_14,d58_15]"
d58,"[d58_19,d58_20,d58_21,d58_22,d58_23,d58_24]"
d59,"[d59_1,d59_2,d59_3,d59_4,d59_5,d59_6]"
d6,"[d6_1,d6_2,d6_3,d6_4,d6_5,d6_6]"
d60,"[d60_1,d60_2,d60_3,d60_4,d60_5,d60_6]"
d61,"[d61_1,d61_2,d61_3,d61_4,d61_5,d61_6]"
d62,"[d62_1,d62_2,d62_3,d62_4,d62_5,d62_6]"
d62,"[d62_11,d62_12,d62_18,d62_17,d62_16,d62_15]"
d63,"[d63_1,d63_2,d63_3,d63_4,d63_5,d63_6]"
d64,"[d64_1,d64_2,d64_3,d64_4,d64_5,d64_6]"
d64,"[d64_18,d64_19,d64_20,d64_21,d64_22,d64_23]"
d64,"[d64_3,d64_4,d64_14,d64_13,d64_12,d64_11]"
d65,"[d65_1,d65_2,d65_3,d65_4,d65_5,d65_6]"
d66,"[d66_1,d66_2,d66_3,d66_4,d66_5,d66_6]"
d66,"[d66_10,d66_11,d66_16,d66_15,d66_14,d66_13]"
d66,"[d66_7,d66_8,d66_20,d66_19,d66_18,d66_17]"
d67,"[d67_1,d67_2,d67_3,d67_4,d67_5,d67_6]"
d68,"[d68_1,d68_2,d68_3,d68_4,d68_5,d68_6]"
d69,"[d69_1,d69_2,d69_3,d69_4,d69_5,d69_6]"
d7,"[d7_1,d7_2,d7_3,d7_4,d7_5,d7_6]"
d7,"[d7_10,d7_11,d7_12,d7_13,d7_14,d7_15]"
d7,"[d7_20,d7_21,d7_22,d7_23,d7_24,d7_25]"
d70,"[d70_1,d70_2,d70_3,d70_4,d70_5,d70_6]"
d71,"[d71_1,d71_2,d71_3,d71_4,d71_5,d71_6]"
d72,"[d72_1,d72_2,d72_3,d72_4,d72_5,d72_6]"
d73,"[d73_1,d73_2,d73_3,d73_4,d73_5,d73_6]"
d74,"[d74_1,d74_2,d74_3,d74_4,d74_5,d74_6]"
d74,"[d74_12,d74_13,d74_14,d74_15,d74_16,d74_17]"
d75,"[d75_1,d75_2,d75_3,d75_4,d75_5,d75_6]"
d76,"[d76_1,d76_2,d76_3,d76_4,d76_5,d76_6]"
d76,"[d76_12,d76_13,d76_14,d76_15,d76_16,d76_17]"
d76,"[d76_12,d76_13,d76_23,d76_22,d76_21,d76_20]"
d77,"[d77_1,d77_2,d77_3,d77_4,d77_5,d77_6]"
d77,"[d77_10,d77_11,d77_12,d77_13,d77_14,d77_15]"
d77,"[d77_34,d77_35,d77_36,d77_37,d77_38,d77_39]"
d77,"[d77_59,d77_60,d77_61,d77_62,d77_63,d77_64]"
d78,"[d78_1,d78_2,d78_3,d78_4,d78_5,d78_6]"
d79,"[d79_1,d79_2,d79_3,d79_4,d79_5,d79_6]"
d79,"[d79_3,d79_4,d79_14,d79_13,d79_12,d79_11]"
d8,"[d8_1,d8_2,d8_3,d8_4,d8_5,d8_6]"
d8,"[d8_10,d8_11,d8_12,d8_13,d8_14,d8_15]"
d80,"[d80_1,d80_2,d80_3,d80_4,d80_5,d80_6]"
d80,"[d80_3,d80_4,d80_14,d80_13,d80_12,d80_11]"
d81,"[d81_1,d81_2,d81_3,d81_4,d81_5,d81_6]"
d82,"[d82_1,d82_2,d82_3,d82_4,d82_5,d82_6]"
d83,"[d83_1,d83_2,d83_3,d83_4,d83_5,d83_6]"
d85_1,"[d85_1_1,d85_1_2,d85_1_3,d85_1_4,d85_1_5,d85_1_6]"
d85_1,"[d85_1_8,d85_1_9,d85_1_10,d85_1_11,d85_1_12,d85_1_13]"
d85_2,"[d85_2_1,d85_2_2,d85_2_3,d85_2_4,d85_2_5,d85_2_6]"
d85_2,"[d85_2_8,d85_2_9,d85_2_10,d85_2_11,d85_2_12,d85_2_13]"
d86,"[d86a_1,d86a_2,d86a_3,d86a_4,d86a_5,d86a_6]"
d86,"[d86a_9,d86a_10,d86a_11,d86a_12,d86a_13,d86a_14]"
d86,"[d86b_1,d86b_2,d86b_3,d86b_4,d86b_5,d86b_6]"
d86,"[d86b_8,d86b_9,d86b_10,d86b_11,d86b_12,d86b_13]"
d87,"[d87_1,d87_2,d87_3,d87_4,d87_5,d87_6]"
d87,"[d87_9,d87_10,d87_11,d87_12,d87_13,d87_14]"
d88,"[d88_1,d88_2,d88_3,d88_4,d88_5,d88_6]"
d89,"[d89_1,d89_2,d89_3,d89_4,d89_6,d89_5]"
d9,"[d9_1,d9_2,d9_3,d9_4,d9_5,d9_6]"
d90,"[d90_1,d90_2,d90_3,d90_4,d90_5,d90_6]"
d93,"[d93_1,d93_2,d93_3,d93_4,d93_5,d93_6]"
d95,"[d95_1,d95_2,d95_3,d95_4,d95_5,d95_6]"
d96,"[d96_1,d96_2,d96_3,d96_4,d96_5,d96_6]"
d97,"[d97_1,d97_2,d97_3,d97_4,d97_5,d97_6]"
d97,"[d97_11,d97_12,d97_13,d97_14,d97_15,d97_16]"
d98,"[d98_1,d98_2,d98_3,d98_4,d98_5,d98_6]"
d99,"[d99_1,d99_2,d99_3,d99_4,d99_5,d99_6]"
d99,"[d99_7,d99_8,d99_9,d99_10,d99_11,d99_12]"
